_id,_sampledSeconds,_traveltime,_overlapTraveltime,_density,_laneDensity,_occupancy,_waitingTime,_timeLoss,_speed,_departed,_arrived,_entered,_left,_laneChangedFrom,_laneChangedTo,_vaporized
-306596445#1,3503.67,10.37,11.19,6.89,6.89,3.26,1811.00,2306.12,4.58,3,5,311,309,0,0,
-306865638#0,6060.13,5.80,6.19,7.30,7.30,3.42,0.00,356.16,13.01,3,6,977,974,0,0,
-306865638#1,3808.32,3.49,3.88,7.59,7.59,3.42,0.00,213.39,13.05,4,6,979,977,0,0,
-306865638#2,3904.92,3.59,3.97,7.59,7.59,3.43,0.00,222.16,13.04,7,6,978,979,0,0,
-306865638#3,1984.50,1.64,2.02,8.49,8.49,3.44,0.00,119.17,13.00,5,6,979,978,0,0,
-306865641#0,1251.38,3.60,3.98,2.72,2.72,1.21,0.00,191.14,11.76,5,4,310,311,0,0,
-306865642#1,4482.85,6.48,6.86,4.82,4.82,2.27,0.00,244.22,13.06,7,8,647,646,0,0,
-306865642#10,455.16,0.30,0.70,10.98,10.98,2.36,0.00,42.00,12.52,5,2,647,650,0,0,
-306865642#11,431.74,0.27,0.66,11.15,11.15,2.32,0.00,30.17,12.83,7,6,646,647,0,0,
-306865642#12,2534.53,3.51,3.89,5.08,5.08,2.29,0.00,154.98,12.94,4,6,648,646,0,0,
-306865642#14,2147.61,2.76,3.20,7.42,7.42,3.08,4.00,610.32,9.78,7,3,666,670,0,0,
-306865642#2,2522.82,3.48,3.88,5.04,5.04,2.27,15.00,142.32,13.03,0,5,651,646,0,0,
-306865642#4,1992.23,2.66,3.04,5.27,5.27,2.30,0.00,124.39,12.95,7,5,649,651,0,0,
-306865642#5,456.54,0.31,0.70,10.15,10.15,2.29,0.00,29.87,12.91,4,1,646,649,0,0,
-306865642#6,1071.89,1.26,1.65,6.03,6.03,2.30,0.00,74.31,12.85,2,6,650,646,0,0,
-306865642#7,507.00,0.38,0.78,9.39,9.39,2.34,0.00,37.71,12.78,6,7,651,650,0,0,
-306865642#8,825.82,0.88,1.27,6.63,6.63,2.31,0.00,54.48,12.89,4,2,649,651,0,0,
-306865642#9,883.06,0.97,1.36,6.51,6.51,2.31,0.00,65.58,12.77,1,2,650,649,0,0,
-306865643#0,3667.14,5.19,5.62,5.01,5.01,2.32,10.00,270.18,12.73,7,2,646,651,0,0,
-306871369#0,3248.27,6.71,7.08,3.29,3.29,1.56,0.00,117.79,13.38,3,6,456,453,0,0,
-306871369#2,1215.11,2.28,2.67,4.33,4.33,1.80,0.00,216.33,11.41,3,5,452,450,0,0,
-307192473#0,1583.76,1.22,1.61,9.06,9.06,3.45,0.00,94.80,13.00,5,8,982,979,0,0,
-307192473#1,4586.02,4.27,4.65,7.65,7.65,3.49,0.00,339.67,12.80,3,5,984,982,0,0,
-307192473#2,4947.24,4.59,5.01,8.48,8.48,3.85,82.00,804.19,11.58,3,3,984,984,0,0,
-307192473#3,5528.06,7.16,7.61,5.55,5.55,2.63,0.00,456.45,12.56,3,2,724,725,0,0,
-307192473#4,6888.46,9.09,9.48,5.40,5.40,2.58,0.00,527.74,12.76,4,3,723,724,0,0,
-307201482#0,1204.48,2.76,3.23,3.09,3.09,1.34,0.00,108.62,12.52,3,4,371,370,0,0,
-307201482#1,1147.56,2.68,3.07,3.21,3.21,1.39,0.00,128.68,12.22,4,5,371,370,0,0,
-307201482#2,1591.43,5.26,5.67,2.13,2.13,0.99,0.00,96.36,12.85,5,4,276,277,0,0,
-307201482#3,332.42,0.78,1.19,3.26,3.26,1.06,0.00,42.19,11.99,2,4,278,276,0,0,
-307201482#4,1261.15,4.29,4.75,2.24,2.24,1.01,0.00,164.18,11.82,6,4,260,262,0,0,
-307201482#5,949.47,3.12,3.61,2.51,2.51,1.11,56.00,195.21,10.94,5,4,259,260,0,0,
-307201482#6,588.73,1.79,2.19,2.32,2.32,0.96,0.00,37.79,12.81,5,7,265,263,0,0,
-307201482#7,1347.99,4.65,5.03,2.04,2.04,0.94,0.00,83.08,12.94,8,4,261,265,0,0,
-307201482#8,207.39,0.39,0.80,3.74,3.74,0.95,0.00,17.86,12.59,6,2,257,261,0,0,
-307201483#1,698.79,1.25,1.87,5.22,5.22,1.83,0.00,108.04,9.17,5,9,370,366,0,0,
-320725490,2266.37,11.95,12.84,6.82,3.41,1.63,1459.00,1812.52,2.74,2,8,175,169,18,18,
-320725491,237.23,1.04,1.91,6.02,3.01,0.69,23.00,159.97,4.48,6,4,121,123,103,103,
-338085716,15.96,3.59,4.01,0.05,0.05,0.02,0.00,5.82,9.20,0,4,4,0,0,0,
-338085757#1,9879.42,32.24,33.50,3.90,3.90,1.91,3775.00,4827.28,7.02,2,8,293,287,0,0,
-338085757#2,1857.85,5.87,6.24,2.57,2.57,1.18,0.00,331.19,11.31,4,5,294,293,0,0,
-344874635#0,38.40,9.31,9.66,0.03,0.03,0.01,0.00,0.90,14.28,0,4,4,0,0,0,
-344874635#1,38.96,6.13,6.49,0.05,0.05,0.02,0.00,8.88,11.12,0,2,6,4,0,0,
-34515146,83.99,0.02,0.86,76.36,76.36,0.75,0.00,15.34,5.92,3,5,95,93,0,0,
-34672800#1,48.52,6.67,7.52,0.11,0.11,0.05,0.00,21.80,6.20,5,0,2,7,0,0,
-34705972#0,8.36,3.59,4.18,0.03,0.03,0.01,0.00,0.28,8.16,0,2,2,0,0,0,
-34705972#1,20.43,2.74,3.40,0.09,0.09,0.04,0.00,1.18,7.68,0,4,6,2,0,0,
-34705972#2,934.14,10.16,10.92,1.15,1.15,0.54,0.00,100.84,7.25,5,5,81,81,0,0,
-34705986#0,291.10,3.39,4.10,1.20,1.20,0.50,0.00,60.01,6.59,3,9,69,63,0,0,
-34705986#1,29.08,9.57,10.76,0.06,0.06,0.03,0.00,13.28,4.80,3,0,0,3,0,0,
-361640937#0,7.67,1.16,1.53,0.04,0.04,0.02,0.00,0.24,13.46,0,0,5,5,0,0,
-361640937#1,49.44,10.10,10.46,0.05,0.05,0.03,0.00,17.87,8.87,5,0,0,5,0,0,
-361640938,37.46,4.02,4.41,0.09,0.09,0.04,0.00,12.26,9.32,4,0,5,9,0,0,
-38078660#0,1168.96,5.05,5.43,1.60,0.80,0.37,0.00,53.75,13.16,4,8,213,209,8,8,
-38078660#1,2926.35,13.06,13.43,1.52,0.76,0.37,0.00,90.81,13.37,4,5,214,213,67,67,
-38078660#2,2609.73,11.74,12.11,1.51,0.76,0.37,0.00,81.36,13.35,6,2,210,214,74,74,
-38078660#3,1203.08,5.32,5.69,1.56,0.78,0.37,0.00,51.84,13.18,7,2,205,210,2,2,
-38078660#4,4839.54,22.69,23.06,1.45,0.72,0.36,0.00,143.26,13.39,9,5,201,205,8,8,
-38078663#0,5987.14,28.70,29.08,1.41,0.71,0.35,0.00,154.82,13.41,6,5,200,201,6,6,
-38078663#1,7974.10,38.72,39.10,1.39,0.70,0.35,0.00,203.04,13.43,4,4,200,200,32,32,
-38078663#2,2506.31,8.70,9.25,2.15,1.07,0.50,4.00,294.96,12.01,1,5,270,266,75,75,
-42888553#0,8821.76,5.75,6.39,11.69,5.84,2.70,26.00,1446.08,11.53,7,4,1379,1382,88,88,
-42888553#1,5824.34,3.83,4.21,10.60,5.30,2.41,0.00,312.04,13.05,5,5,1379,1379,99,99,
-42888553#2,1188.84,0.50,0.88,16.78,8.39,2.37,0.00,65.76,13.02,5,4,1355,1356,9,9,
-42888553#3,2175.65,1.22,1.60,12.57,6.28,2.39,0.00,127.37,12.98,5,9,1359,1355,25,25,
-42888553#4,11743.90,8.13,8.51,11.01,5.50,2.60,0.00,1541.86,11.98,4,6,1376,1374,215,215,
-43202666#0,4.66,0.32,0.68,0.09,0.09,0.02,0.00,0.03,14.20,0,7,7,0,0,0,
-43202666#1,184.72,10.37,10.88,0.13,0.13,0.06,0.00,24.52,11.95,0,6,17,11,0,0,
-47089210,84.91,11.88,12.77,0.08,0.08,0.04,0.00,32.26,7.94,7,0,0,7,0,0,
-476127076#0,4358.50,4.41,5.11,65.38,65.38,28.04,2826.00,3566.33,2.16,6,5,850,851,0,0,
-476127076#1,11586.77,10.56,13.58,18.51,18.51,7.93,5086.00,7764.05,4.56,6,4,848,850,0,0,
-476127076#2,8774.04,9.87,10.27,6.51,6.51,3.10,1.00,886.32,12.43,4,7,851,848,0,0,
-476127082#0,815.07,2.92,3.46,2.22,2.22,0.96,0.00,103.92,11.11,10,4,227,233,0,0,
-476127082#1,1104.26,4.33,4.71,1.73,1.73,0.80,0.00,35.16,13.37,3,8,232,227,0,0,
-476127109,301.42,6.18,6.55,0.41,0.41,0.19,0.00,58.60,10.99,0,5,46,41,0,0,
-476193290#0,5409.88,4.97,5.52,12.07,6.03,2.77,1012.00,2168.28,8.28,2,3,978,977,212,212,
-476193290#1,2146.59,1.81,2.19,8.15,4.08,1.69,0.00,94.48,13.22,1,3,980,978,10,10,
-476193290#2,1913.40,1.57,1.95,8.34,4.17,1.68,0.00,78.52,13.26,4,2,978,980,3,3,
-490385330,141.52,4.39,5.15,0.45,0.45,0.20,0.00,59.28,6.48,10,0,19,29,0,0,
-502997677,2.65,0.31,1.02,0.12,0.12,0.02,0.00,0.43,6.97,0,4,4,0,0,0,
-52313122#0,33.59,6.38,7.00,0.06,0.06,0.03,0.00,0.47,8.03,0,5,5,0,0,0,
-52313122#1,17.76,1.10,1.76,0.20,0.20,0.06,0.00,1.04,7.54,0,6,11,5,0,0,
-52313122#10,102.14,1.57,2.33,1.06,1.06,0.36,0.00,28.16,5.90,7,6,40,41,0,0,
-52313122#11,644.59,12.78,13.56,0.60,0.60,0.28,0.00,43.39,7.59,8,8,40,40,0,0,
-52313122#12,204.29,4.00,4.63,0.62,0.62,0.27,0.00,16.36,7.53,5,5,40,40,0,0,
-52313122#13,406.36,7.60,8.26,0.66,0.66,0.30,0.00,43.12,7.43,6,9,44,41,0,0,
-52313122#14,164.29,2.89,3.52,0.68,0.68,0.28,0.00,13.21,7.64,6,4,42,44,0,0,
-52313122#15,562.37,11.17,11.79,0.57,0.57,0.27,0.00,22.31,7.98,4,6,44,42,0,0,
-52313122#2,1028.94,8.61,9.33,1.46,1.46,0.68,0.00,105.35,7.42,8,6,103,105,0,0,
-52313122#4,557.47,4.58,5.20,1.45,1.45,0.63,0.00,39.75,7.67,5,5,103,103,0,0,
-52313122#5,929.27,7.85,8.56,1.45,1.45,0.67,0.00,97.18,7.38,3,6,106,103,0,0,
-52313122#6,226.99,1.41,2.05,1.92,1.92,0.66,0.00,15.17,7.70,3,7,110,106,0,0,
-52313122#7,892.22,7.14,7.86,1.55,1.55,0.71,0.00,99.88,7.31,1,8,113,106,0,0,
-52313122#8,287.83,2.56,3.27,1.62,1.62,0.64,0.00,58.61,6.48,4,0,85,89,0,0,
-52313122#9,450.94,4.55,5.22,1.19,1.19,0.52,0.00,32.24,7.58,4,2,83,85,0,0,
-52318780#0,142.66,13.87,14.57,0.14,0.14,0.06,0.00,24.76,6.73,4,0,6,10,0,0,
-52318780#1,12.50,,2.60,0.92,0.92,0.10,0.00,8.83,2.40,6,0,0,6,0,0,
-52318783#0,117.58,9.63,10.31,0.17,0.17,0.08,0.00,26.88,6.61,8,0,4,12,0,0,
-52318783#1,6.70,,1.74,3.04,3.04,0.06,0.00,4.39,2.99,4,0,0,4,0,0,
-52318788#0,114.03,5.71,6.51,0.29,0.29,0.13,2.00,26.37,6.32,4,0,14,18,0,0,
-52318788#1,100.52,9.84,10.61,0.15,0.15,0.07,0.00,22.12,6.38,7,0,3,10,0,0,
-52318788#2,4.82,,1.67,2.19,2.19,0.04,0.00,3.06,3.11,3,0,0,3,0,0,
-52318789,29.33,7.57,8.24,0.06,0.06,0.03,0.00,10.02,5.62,4,0,0,4,0,0,
-52322183#0,1067.00,6.69,7.09,1.16,1.16,0.54,0.00,97.13,12.51,7,13,144,138,0,0,
-52322183#1,300.26,1.86,2.40,1.62,1.62,0.63,0.00,90.80,9.11,7,7,120,120,0,0,
-52322183#2,455.55,3.91,4.65,1.08,1.08,0.47,0.00,122.52,9.33,9,4,90,95,0,0,
-52322183#3,201.65,2.96,3.37,0.58,0.58,0.25,0.00,39.27,10.88,8,7,53,54,0,0,
-52322183#4,279.22,5.05,5.43,0.43,0.43,0.20,0.00,36.88,11.84,5,5,47,47,0,0,
-52322185#0,344.60,14.61,15.07,0.17,0.17,0.08,0.00,28.77,12.71,5,6,18,17,0,0,
-52322185#1,214.84,4.06,4.74,0.44,0.44,0.19,0.00,40.64,10.50,6,5,40,41,0,0,
-52322185#2,659.87,5.32,5.98,0.97,0.97,0.44,0.00,82.67,11.17,8,5,103,106,0,0,
-52322185#3,858.78,6.04,6.52,1.02,1.02,0.48,0.00,64.35,12.52,5,6,127,126,0,0,
-52322185#6,393.89,0.95,1.43,3.48,3.48,1.17,0.00,42.39,10.65,4,5,272,271,0,0,
-52322185#7,486.28,1.20,1.73,4.63,4.63,1.52,0.00,186.07,8.40,4,7,279,276,0,0,
-52322186,41.71,0.93,1.70,0.67,0.67,0.18,0.00,20.99,6.29,4,4,23,23,0,0,
-52324386,353.03,15.37,15.08,9.75,9.75,2.45,293.00,327.25,0.55,4,0,21,25,0,0,
-52324407#0,27.47,1.87,2.90,0.35,0.35,0.12,0.00,11.49,4.19,6,0,6,12,0,0,
-52324407#1,54.42,9.01,9.90,0.09,0.09,0.04,0.00,14.91,6.17,6,0,0,6,0,0,
-52349260#0,21.04,4.97,5.36,0.04,0.04,0.02,0.00,5.07,10.31,0,4,4,0,0,0,
-52349260#1,12.05,4.61,5.30,0.07,0.07,0.03,0.00,6.70,3.97,3,0,0,3,0,0,
-52349261#0,55.89,1.23,2.35,25.40,25.40,0.42,22.00,38.09,2.22,5,0,19,24,0,0,
-52349261#1,128.27,10.17,11.01,0.14,0.14,0.07,14.00,54.75,7.90,6,0,6,12,0,0,
-52349263,91.21,12.74,14.32,0.16,0.16,0.08,20.00,63.15,3.96,7,0,0,7,0,0,
-52349267#0,457.02,1.92,2.39,1.84,1.84,0.76,0.00,54.01,11.54,6,8,187,185,0,0,
-52349267#1,929.14,4.44,4.82,1.46,1.46,0.67,0.00,58.39,13.04,5,6,188,187,0,0,
-52349267#2,684.07,3.16,3.54,1.49,1.49,0.67,0.00,35.92,13.19,3,6,191,188,0,0,
-52349267#3,614.21,2.76,3.13,1.55,1.55,0.69,0.00,36.12,13.07,5,6,192,191,0,0,
-52349267#4,610.42,2.76,3.13,1.50,1.50,0.66,0.00,20.38,13.42,0,3,195,192,0,0,
-55687119#0,231.78,2.64,3.10,0.71,0.71,0.31,0.00,34.64,11.26,7,7,69,69,0,0,
-55687119#1,160.22,1.86,2.25,0.66,0.66,0.27,0.00,20.29,12.03,5,3,67,69,0,0,
-55687119#2,609.59,8.14,8.52,0.59,0.59,0.28,0.00,94.56,11.57,6,5,66,67,0,0,
-589913464#0,8968.03,8.78,9.16,7.17,7.17,3.43,0.00,562.64,12.96,5,7,974,972,0,0,
-601761836,5512.19,10.12,10.81,19.55,19.55,9.16,3198.00,4376.32,2.83,6,4,505,507,0,0,
-601761837#0,3646.73,6.38,7.17,4.10,4.10,1.87,167.00,470.42,11.97,8,4,501,505,0,0,
-601761837#1,1351.94,2.34,2.73,4.15,4.15,1.78,0.00,105.76,12.67,6,1,490,495,0,0,
-727296525#0,185.96,8.97,9.84,0.18,0.18,0.08,0.00,38.95,9.95,2,0,17,19,0,0,
-727296525#1,43.69,4.76,5.63,0.22,0.22,0.10,0.00,30.93,4.04,10,0,0,10,0,0,
-727296526,38.45,5.66,6.61,0.14,0.14,0.06,0.00,19.50,4.56,7,0,0,7,0,0,
-728843364#0,332.36,1.38,1.85,2.14,2.14,0.79,0.00,75.23,10.34,2,8,179,173,0,0,
-728843364#2,500.37,1.81,2.36,2.28,2.28,0.91,0.00,66.75,10.56,1,4,211,208,0,0,
-803436833#1,1046.30,4.70,5.07,1.54,1.54,0.72,0.00,55.63,13.14,7,12,200,195,0,0,
-803436833#10,811.49,3.48,3.89,1.64,1.64,0.74,0.00,57.66,12.82,4,5,205,204,0,0,
-803436833#11,857.85,3.73,4.11,1.58,1.58,0.72,0.00,37.41,13.21,2,4,207,205,0,0,
-803436833#12,450.47,1.76,2.14,1.79,1.79,0.74,0.00,26.16,13.03,3,4,208,207,0,0,
-803436833#13,408.42,1.56,1.94,1.83,1.83,0.74,0.00,24.57,13.00,3,3,208,208,0,0,
-803436833#14,407.25,1.56,1.94,1.91,1.91,0.76,0.00,38.18,12.53,2,2,208,208,0,0,
-803436833#15,265.63,0.82,1.23,2.66,2.66,0.86,0.00,46.35,11.41,1,8,215,208,0,0,
-803436833#16,530.81,1.98,2.44,2.80,2.80,1.08,0.00,180.60,9.12,6,4,213,215,0,0,
-803436833#2,2142.99,10.00,10.37,1.47,1.47,0.71,0.00,92.60,13.27,8,7,199,200,0,0,
-803436833#3,880.48,3.95,4.32,1.55,1.55,0.71,0.00,45.55,13.11,3,5,201,199,0,0,
-803436833#4,283.70,1.01,1.39,1.99,1.99,0.73,0.00,19.58,12.87,4,4,201,201,0,0,
-803436833#5,824.25,3.61,3.99,1.56,1.56,0.71,0.00,31.62,13.26,2,6,205,201,0,0,
-803436833#6,491.86,1.99,2.36,1.70,1.70,0.71,0.00,17.70,13.29,1,4,208,205,0,0,
-803436833#8,1029.13,4.58,4.95,1.64,1.64,0.75,0.00,94.21,12.53,3,0,205,208,0,0,
-803436833#9,442.59,1.66,2.14,2.14,2.14,0.85,0.00,79.21,11.13,4,3,204,205,0,0,
-808865749#0,288.56,2.61,3.04,0.84,0.84,0.37,0.00,39.25,11.95,6,5,90,91,0,0,
-808865749#1,166.69,1.48,1.87,0.81,0.81,0.32,0.00,13.87,12.75,3,0,87,90,0,0,
-808865749#2,2841.56,32.32,32.69,0.59,0.59,0.29,0.00,89.53,13.46,7,0,80,87,0,0,
-808865749#3,177.80,1.81,2.19,0.70,0.70,0.29,0.00,14.17,12.79,4,2,78,80,0,0,
-808865749#4,1096.89,12.55,12.92,0.59,0.59,0.29,0.00,37.21,13.44,3,7,82,78,0,0,
-808865749#5,1576.43,17.98,18.35,0.64,0.64,0.31,0.00,156.79,12.54,4,4,82,82,0,0,
-81139324#0,127.56,6.21,6.92,0.27,0.27,0.12,0.00,15.72,6.92,4,5,15,14,0,0,
-81139324#1,756.95,8.28,9.06,1.14,1.14,0.53,13.00,101.12,7.20,5,2,79,82,0,0,
-81139324#2,818.29,9.47,10.15,1.02,1.02,0.48,0.00,65.37,7.68,5,2,76,79,0,0,
-81139324#3,37.90,3.54,4.28,0.20,0.20,0.09,0.00,13.54,5.19,5,0,5,10,0,0,
-8232907,7545.65,13.67,14.84,37.96,37.96,17.68,4989.00,6554.02,1.55,2,3,507,506,0,0,
-841021867,124.31,13.68,14.36,0.09,0.09,0.04,0.00,34.26,9.28,9,0,0,9,0,0,
-857807373,0.00,,,,,,,,,0,0,0,0,0,0,
-881599809#0,16.28,0.32,1.48,0.87,0.87,0.12,0.00,7.01,4.52,4,0,8,12,0,0,
-881599809#1,59.82,7.45,8.40,0.13,0.13,0.06,0.00,18.38,5.55,8,0,0,8,0,0,
-896862869#0,97.89,0.03,0.82,44.49,44.49,0.86,0.00,22.28,6.35,4,5,119,118,0,0,
-896862869#1,393.84,2.60,3.31,2.21,2.21,0.85,0.00,85.64,6.42,2,4,118,116,0,0,
-896862870,272.07,1.37,2.17,3.33,3.33,1.02,0.00,62.86,5.72,1,5,125,121,0,0,
-896868665#1,1875.90,5.72,6.18,2.42,2.42,1.13,5.00,216.67,12.22,4,8,300,296,0,0,
-896868665#10,1185.75,5.90,6.29,1.40,1.40,0.66,0.00,57.30,13.00,7,4,182,185,0,0,
-896868665#11,1007.78,4.91,5.29,1.58,1.58,0.72,0.00,127.93,11.93,3,9,188,182,0,0,
-896868665#2,681.75,1.83,2.23,2.94,2.94,1.19,0.00,105.63,11.67,5,7,302,300,0,0,
-896868665#4,6202.81,19.60,20.41,8.03,8.03,3.90,3445.00,4542.89,3.68,6,4,299,301,0,0,
-896868665#5,896.97,2.58,2.99,3.04,3.04,1.27,0.00,205.25,10.64,5,2,296,299,0,0,
-896868665#7,1117.92,5.21,5.69,1.55,1.55,0.72,0.00,82.89,12.39,4,6,193,191,0,0,
-896868666#0,305.24,0.81,1.56,5.71,5.71,1.38,0.00,72.34,6.32,1,2,195,194,0,0,
-896868666#1,240.76,2.28,3.08,1.64,1.64,0.63,6.00,67.14,5.95,7,0,73,80,0,0,
-896868666#2,775.06,9.97,10.65,0.91,0.91,0.43,0.00,48.32,7.72,4,0,69,73,0,0,
-896868666#3,365.85,5.11,5.84,0.94,0.94,0.41,1.00,56.86,6.93,3,0,60,63,0,0,
-896868666#4,362.16,5.66,6.37,0.81,0.81,0.36,0.00,44.78,7.20,1,0,56,57,0,0,
-896868667,250.07,0.20,0.84,13.95,13.95,1.72,2.00,76.87,7.93,5,6,296,295,0,0,
-900413569,235.47,3.88,4.63,0.81,0.81,0.35,0.00,35.89,6.79,5,5,47,47,0,0,
-900736448,0.00,,,,,,,,,0,0,0,0,0,0,
-901296704,2.95,0.32,0.96,0.12,0.12,0.02,0.00,0.37,7.52,0,4,4,0,0,0,
-95739196,90.57,18.17,18.81,0.06,0.06,0.03,0.00,13.50,7.38,5,0,0,5,0,0,
-95739200,86.20,12.29,13.12,0.10,0.10,0.05,0.00,18.05,6.29,7,0,0,7,0,0,
-95739201,0.00,,,,,,,,,0,0,0,0,0,0,
-95739204#0,0.00,,,,,,,,,0,0,0,0,0,0,
-95739204#1,0.00,,,,,,,,,0,0,0,0,0,0,
-95739204#2,0.00,,,,,,,,,0,0,0,0,0,0,
-95739206,53.97,17.93,18.74,0.04,0.04,0.02,0.00,7.93,6.78,3,0,0,3,0,0,
-95739208,0.00,,,,,,,,,0,0,0,0,0,0,
-95739209#0,4.49,0.29,0.91,0.18,0.18,0.03,0.00,0.10,8.05,0,7,7,0,0,0,
-95739209#1,79.67,7.48,8.11,0.12,0.12,0.06,0.00,3.24,7.90,0,3,10,7,0,0,
-95739209#2,30.61,5.63,6.23,0.12,0.12,0.06,0.00,13.83,4.50,6,0,0,6,0,0,
-95739210,306.35,13.96,14.70,0.26,0.26,0.12,0.00,23.11,7.61,0,7,21,14,0,0,
-95739212,219.75,16.34,17.05,0.16,0.16,0.08,0.00,8.33,7.82,0,6,13,7,0,0,
-95739213#0,6.58,2.88,3.49,0.03,0.03,0.01,0.00,0.04,8.17,0,2,2,0,0,0,
-95739213#1,25.93,4.90,5.48,0.12,0.12,0.06,0.00,12.42,4.39,6,0,0,6,0,0,
-95739215#0,0.00,,,,,,,,,0,0,0,0,0,0,
-95739215#1,0.00,,,,,,,,,0,0,0,0,0,0,
-95739215#2,0.00,,,,,,,,,0,0,0,0,0,0,
-95739216,0.00,,,,,,,,,0,0,0,0,0,0,
-95739219,0.00,,,,,,,,,0,0,0,0,0,0,
-95744295#0,1470.94,3.71,4.14,2.98,2.98,1.33,1.00,193.67,12.05,4,3,352,353,0,0,
-95744295#1,405.38,1.30,1.68,2.13,2.13,0.83,0.00,18.42,13.26,2,5,240,237,0,0,
-95744295#2,1365.73,5.28,5.65,1.75,1.75,0.82,0.00,44.26,13.46,3,2,239,240,0,0,
-95744295#3,1788.71,6.98,7.34,1.74,1.74,0.83,0.00,67.08,13.39,6,5,238,239,0,0,
-95744295#4,1826.07,7.18,7.55,2.03,2.03,0.94,0.00,311.13,11.51,3,4,239,238,0,0,
-95744295#5,123.36,17.73,18.10,0.06,0.06,0.03,0.00,26.28,10.73,7,0,0,7,0,0,
-95744298#0,41.65,3.71,4.32,0.13,0.13,0.06,0.00,0.97,8.03,0,10,10,0,0,0,
-95744298#1,165.17,5.40,6.16,0.41,0.41,0.19,0.00,27.92,6.71,6,7,22,21,0,0,
-95744298#3,567.10,6.08,6.84,1.12,1.12,0.51,0.00,48.35,7.44,8,5,76,79,0,0,
-95744301#0,10.38,1.52,2.14,0.08,0.08,0.03,0.00,0.38,7.94,0,5,5,0,0,0,
-95744301#1,57.25,5.16,5.78,0.13,0.13,0.06,0.00,1.91,8.06,0,5,10,5,0,0,
-95744303,106.89,4.14,4.94,0.46,0.46,0.20,8.00,36.62,5.29,7,0,16,23,0,0,
-95744305#0,600.51,9.22,9.93,0.79,0.79,0.37,0.00,63.35,7.49,5,6,56,55,0,0,
-95744305#1,31.77,5.14,5.68,0.14,0.14,0.07,0.00,14.90,4.46,7,0,0,7,0,0,
-95744306,26.30,4.92,5.55,0.06,0.06,0.03,0.00,1.15,7.97,0,5,5,0,0,0,
-95744310,106.34,20.83,21.45,0.06,0.06,0.03,0.00,2.05,8.00,0,5,5,0,0,0,
-95744311,47.44,23.50,24.23,0.03,0.03,0.01,0.00,3.68,6.97,0,2,2,0,0,0,
-95744315#0,364.89,32.68,33.29,0.12,0.12,0.06,0.00,0.07,8.16,0,11,11,0,0,0,
-95744315#1,90.48,4.35,5.06,0.26,0.26,0.12,0.00,11.64,7.16,0,2,18,16,0,0,
-95744315#3,1005.90,9.09,9.80,1.36,1.36,0.63,0.00,108.87,7.38,4,4,99,99,0,0,
-95744315#4,687.95,5.79,6.48,1.49,1.49,0.67,0.00,86.11,7.25,5,8,102,99,0,0,
-95744315#5,659.55,4.81,5.52,1.80,1.80,0.78,8.00,108.28,6.94,3,8,117,112,0,0,
-95799591#0,14.04,2.45,3.09,0.07,0.07,0.03,0.00,1.17,7.50,0,5,5,0,0,0,
-95799591#1,14.65,,2.04,2.34,2.34,0.13,0.00,8.80,2.73,8,0,0,8,0,0,
-95799596,97.75,4.41,5.20,0.35,0.35,0.15,0.00,26.40,5.78,7,0,13,20,0,0,
-95799600#0,1704.58,4.64,5.46,3.73,3.73,1.66,59.00,530.88,8.53,7,7,306,306,0,0,
-95799600#1,800.18,2.20,2.59,2.57,2.57,1.09,0.00,53.11,12.86,4,4,306,306,0,0,
-95799600#10,720.99,1.37,1.80,4.64,4.64,1.71,0.00,167.98,10.60,4,5,397,396,0,0,
-95799600#2,253.10,0.37,0.78,4.93,4.93,1.21,0.00,14.51,12.37,1,7,324,318,0,0,
-95799600#3,331.18,0.60,1.00,4.11,4.11,1.22,0.00,33.53,12.35,2,6,331,327,0,0,
-95799600#4,236.04,0.30,0.71,5.47,5.47,1.22,0.00,20.81,12.58,6,5,330,331,0,0,
-95799600#5,2986.80,8.37,8.77,2.48,2.48,1.19,0.00,164.17,13.04,8,5,333,336,0,0,
-95799600#7,3246.54,8.75,9.18,2.57,2.57,1.23,0.00,161.06,13.08,2,5,352,349,0,0,
-95799600#8,1111.43,2.32,2.78,3.64,3.64,1.54,1.00,144.26,11.76,4,4,396,396,0,0,
-95799600#9,580.92,1.05,1.45,4.28,4.28,1.53,0.00,80.20,11.91,5,5,396,396,0,0,
-95799604#0,70.36,4.66,5.68,0.32,0.32,0.14,13.00,32.14,4.43,3,0,10,13,0,0,
-95799604#1,247.99,24.42,25.06,0.12,0.12,0.06,0.00,15.50,7.74,4,0,6,10,0,0,
-95799604#2,94.77,23.71,24.39,0.05,0.05,0.02,0.00,10.86,7.32,4,0,0,4,0,0,
-95799609,65.26,12.83,13.69,0.06,0.06,0.03,0.00,24.85,7.97,5,0,0,5,0,0,
-95799611#0,20.40,20.30,21.12,0.01,0.01,0.01,0.00,2.85,7.05,1,0,0,1,0,0,
-95799616,25.32,12.63,13.48,0.03,0.03,0.01,0.00,6.01,6.22,2,0,0,2,0,0,
-95801159,147.35,6.72,7.44,0.27,0.27,0.12,0.00,11.92,7.45,0,8,20,12,0,0,
-95801160#0,23.97,5.56,6.22,0.06,0.06,0.02,0.00,2.43,7.14,0,4,4,0,0,0,
-95801160#1,56.84,9.52,10.31,0.09,0.09,0.04,0.00,15.48,6.12,6,0,0,6,0,0,
