_id,_sampledSeconds,_traveltime,_overlapTraveltime,_density,_laneDensity,_occupancy,_waitingTime,_timeLoss,_speed,_departed,_arrived,_entered,_left,_laneChangedFrom,_laneChangedTo,_vaporized
202855821#9,902.94,4.17,4.55,1.52,1.52,0.70,0.00,53.55,12.96,5,2,194,197,0,0,
202864466#0,188.41,2.33,2.70,0.60,0.60,0.26,0.00,19.53,12.36,0,6,70,64,0,0,
202864466#1,141.75,1.85,2.22,0.52,0.52,0.22,0.00,3.51,13.42,0,10,64,54,0,0,
202864466#11,67.33,5.25,5.64,0.09,0.09,0.04,0.00,1.54,13.28,0,7,12,5,0,0,
202864466#12,106.64,21.00,21.39,0.04,0.04,0.02,0.00,2.68,12.51,0,5,5,0,0,0,
202864466#2,188.42,3.12,3.49,0.41,0.41,0.18,0.00,3.77,13.53,0,6,54,48,0,0,
202864466#3,265.99,5.17,5.54,0.35,0.35,0.16,0.00,5.05,13.43,0,1,48,47,0,0,
202864466#4,65.06,1.01,1.38,0.44,0.44,0.16,0.00,1.26,13.39,0,2,47,45,0,0,
202864466#5,360.02,7.63,8.00,0.32,0.32,0.15,0.00,7.16,13.37,0,9,45,36,0,0,
202864466#6,37.72,0.70,1.07,0.37,0.37,0.12,0.00,0.67,13.39,0,10,36,26,0,0,
202864466#7,50.95,1.60,1.97,0.21,0.21,0.09,0.00,0.88,13.50,0,6,26,20,0,0,
202864466#8,144.60,6.87,7.25,0.14,0.14,0.07,0.00,2.68,13.37,0,3,20,17,0,0,
202864466#9,29.92,1.39,1.77,0.15,0.15,0.06,0.00,0.54,13.30,0,5,17,12,0,0,
202865975,1.78,1.77,2.50,0.01,0.01,0.01,0.00,0.36,6.82,0,1,1,0,0,0,
208654765#0,894.27,2.00,2.39,3.43,3.43,1.42,0.00,118.89,11.99,9,7,367,369,0,0,
208654765#1,3366.32,8.70,9.08,2.63,2.63,1.26,0.00,119.88,13.35,2,3,369,368,0,0,
208654765#2,931.73,2.11,2.49,3.08,3.08,1.31,0.00,52.16,13.07,8,6,368,370,0,0,
208654765#3,1042.47,2.36,2.78,3.17,3.17,1.36,0.00,92.19,12.56,6,7,370,369,0,0,
208654765#4,220.40,0.14,0.61,13.54,13.54,1.55,0.00,18.82,10.71,1,3,364,362,0,0,
208856139,0.00,,,,,,,,,0,0,0,0,0,0,
208856140,0.00,,,,,,,,,0,0,0,0,0,0,
209118368#0,0.00,,,,,,,,,0,0,0,0,0,0,
209118368#1,0.00,,,,,,,,,0,0,0,0,0,0,
209118368#2,0.00,,,,,,,,,0,0,0,0,0,0,
209118368#3,0.00,,,,,,,,,0,0,0,0,0,0,
209603948#0,6.56,3.79,4.61,0.05,0.05,0.02,0.00,2.70,3.84,2,0,0,2,0,0,
209603948#1,5.01,0.44,1.23,0.18,0.18,0.03,0.00,1.24,6.11,0,5,5,0,0,0,
209603949,10.54,0.03,0.85,4.79,4.79,0.09,0.00,1.18,6.15,0,7,16,9,0,0,
209603950,0.00,,,,,,,,,0,0,0,0,0,0,
209718613,0.00,,,,,,,,,0,0,0,0,0,0,
209956241,136.00,45.30,46.00,0.04,0.04,0.02,0.00,9.99,7.65,3,0,0,3,0,0,
210163889,32.35,7.83,8.22,0.03,0.03,0.01,0.00,3.08,12.05,0,4,4,0,0,0,
210442437,0.00,,,,,,,,,0,0,0,0,0,0,
210669068,0.00,,,,,,,,,0,0,0,0,0,0,
210669069,0.00,,,,,,,,,0,0,0,0,0,0,
210669768#1,249.01,7.38,8.05,0.42,0.42,0.20,0.00,30.33,7.30,8,8,24,24,0,0,
210669768#2,103.32,2.23,3.01,0.72,0.72,0.28,0.00,24.16,6.00,8,3,29,34,0,0,
210669768#3,154.01,5.77,6.45,0.34,0.34,0.15,0.00,15.79,7.24,0,3,24,21,0,0,
210669768#4,145.49,7.50,8.20,0.24,0.24,0.11,0.00,10.46,7.45,0,7,18,11,0,0,
210669768#5,33.35,3.65,4.31,0.11,0.11,0.05,0.00,1.53,7.66,0,8,8,0,0,0,
218177243,0.00,,,,,,,,,0,0,0,0,0,0,
218185019,294.95,28.90,29.63,0.12,0.12,0.06,0.00,24.18,7.80,2,0,8,10,0,0,
218188511,0.00,,,,,,,,,0,0,0,0,0,0,
218188512,0.00,,,,,,,,,0,0,0,0,0,0,
218345859,0.00,,,,,,,,,0,0,0,0,0,0,
218396659,70.73,9.77,10.39,0.08,0.08,0.04,0.00,2.15,8.14,0,7,7,0,0,0,
218396661#0,13.30,1.52,2.21,0.11,0.11,0.04,0.00,1.45,7.21,0,5,7,2,0,0,
218396661#1,24.17,11.46,12.13,0.03,0.03,0.01,0.00,2.00,7.43,0,2,2,0,0,0,
218396662,136.12,12.31,13.17,0.16,0.16,0.08,0.00,29.59,6.42,11,0,0,11,0,0,
218396748,0.00,,,,,,,,,0,0,0,0,0,0,
218396750,0.00,,,,,,,,,0,0,0,0,0,0,
218396754,0.00,,,,,,,,,0,0,0,0,0,0,
218672448#0,0.00,,,,,,,,,0,0,0,0,0,0,
218672448#1,357.19,12.86,13.93,0.40,0.40,0.19,37.00,94.34,6.12,6,0,20,26,0,0,
218674410,0.00,,,,,,,,,0,0,0,0,0,0,
226076436#1,887.08,10.52,11.28,1.02,1.02,0.48,3.00,94.94,7.42,5,4,74,75,0,0,
22762648#0,846.39,2.28,2.92,4.53,4.53,1.74,0.00,76.56,7.53,3,4,288,287,0,0,
22762648#10,1457.68,18.01,18.74,0.94,0.94,0.45,0.00,88.46,7.82,6,6,72,72,0,0,
22762648#2,957.93,2.63,3.29,4.32,4.32,1.73,0.00,72.35,7.65,6,8,287,285,0,0,
22762648#3,1096.55,3.09,3.80,4.85,4.85,1.99,0.00,203.84,6.74,5,1,285,289,0,0,
22762648#4,4904.19,15.89,16.70,3.77,3.77,1.80,24.00,501.32,7.38,5,8,289,286,0,0,
22762648#5,2132.60,8.15,8.91,3.31,3.31,1.53,24.00,298.53,7.13,8,2,232,238,0,0,
22762648#6,2350.73,6.12,6.83,4.82,4.82,2.18,1.00,305.57,7.22,7,7,338,338,0,0,
22762648#7,6631.58,18.96,19.68,4.13,4.13,1.99,10.00,488.93,7.68,1,4,336,333,0,0,
22762648#8,2522.49,7.81,8.66,4.09,4.09,1.88,19.00,336.41,7.05,6,4,286,288,0,0,
22762648#9,1556.44,9.40,10.13,2.01,2.01,0.94,1.00,163.47,7.43,4,5,150,149,0,0,
22762674#0,299.44,1.30,1.70,1.81,0.91,0.34,0.00,41.84,11.79,4,4,174,174,4,4,
22762674#1,399.22,1.58,1.97,1.80,0.90,0.36,0.00,26.78,12.79,4,0,200,204,26,26,
22762674#2,6823.43,31.25,32.26,6.31,3.16,1.55,4460.00,5193.89,3.20,8,7,204,205,18,18,
22762690#0,75.86,3.89,4.26,0.14,0.14,0.06,0.00,3.75,13.05,0,5,18,13,0,0,
22803388,1388.10,0.10,0.91,285.71,142.86,6.07,112.00,458.16,5.72,10,3,1569,1576,79,79,
22803399#1,563.07,0.02,0.51,285.71,142.86,2.49,3.00,154.64,10.02,5,5,1184,1184,0,0,
22803399#10,642.89,0.72,1.11,6.45,3.23,1.05,1.00,55.04,12.68,1,4,585,582,119,119,
22803399#2,728.69,0.32,0.75,18.30,9.15,1.93,1.00,125.74,11.43,5,6,969,968,18,18,
22803399#3,1225.79,0.55,1.05,20.30,10.15,2.71,15.00,271.80,10.04,6,4,1182,1184,49,49,
22803399#4,350.21,0.58,1.03,5.02,2.51,0.71,0.00,69.91,11.01,7,6,342,343,26,26,
22803399#5,900.26,0.20,0.83,59.31,29.65,3.22,12.00,397.18,7.71,2,3,1157,1156,158,158,
22803399#6,1256.91,0.98,1.42,11.25,5.62,1.91,1.00,282.53,10.70,8,3,903,908,376,376,
22803399#7,710.99,0.23,0.64,23.00,11.50,2.08,1.00,85.99,12.12,5,5,1120,1120,34,34,
22803399#8,852.83,0.73,1.13,8.56,4.28,1.40,1.00,84.17,12.39,12,7,750,755,107,107,
22803399#9,865.86,0.36,0.78,19.06,9.53,2.18,2.00,134.64,11.68,4,6,1120,1118,89,89,
23026452,18.64,2.74,3.12,0.05,0.05,0.02,0.00,3.33,11.54,0,6,6,0,0,0,
23453287#0,875.16,0.72,1.35,15.98,15.98,3.95,0.00,399.61,7.39,7,7,646,646,0,0,
23453287#1,3318.03,4.60,4.99,5.37,5.37,2.45,4.00,366.26,12.26,7,5,659,661,0,0,
23453287#11,2068.15,3.00,3.47,5.23,5.23,2.28,0.00,270.51,11.78,4,7,592,589,0,0,
23453287#2,1815.25,2.38,2.75,5.27,5.27,2.27,0.00,83.29,13.19,5,7,655,653,0,0,
23453287#3,1526.57,1.95,2.33,5.37,5.37,2.25,0.00,60.72,13.27,4,2,653,655,0,0,
23453287#4,1287.09,1.58,1.95,5.62,5.62,2.27,0.00,57.11,13.21,6,4,654,656,0,0,
23453287#5,987.90,1.12,1.50,6.06,6.06,2.27,0.00,44.40,13.21,4,2,656,658,0,0,
23453287#6,2037.10,2.71,3.08,5.16,5.16,2.27,0.00,83.76,13.26,3,5,658,656,0,0,
23453287#7,2679.37,3.30,4.05,6.47,6.47,2.71,303.68,638.20,10.54,7,4,656,659,0,0,
23453287#8,19130.70,26.92,28.81,42.01,42.01,20.34,12885.00,16865.62,1.61,6,3,659,662,0,0,
24001181,7201.07,20.26,21.20,34.53,34.53,16.13,5375.00,6604.66,1.13,1,3,340,338,0,0,
241114210#1,87.42,1.69,2.37,0.73,0.73,0.26,0.00,16.34,6.69,0,6,37,31,0,0,
241114210#2,127.55,3.95,4.58,0.37,0.37,0.16,0.00,3.75,7.98,0,4,28,24,0,0,
241114210#3,104.75,3.69,4.39,0.36,0.36,0.15,0.00,11.94,7.21,0,3,24,21,0,0,
241114210#4,11.27,4.99,5.64,0.03,0.03,0.01,0.00,0.60,7.68,0,2,2,0,0,0,
242083805,52.01,6.17,6.78,0.09,0.09,0.04,0.00,1.23,8.10,0,8,8,0,0,0,
242935614,98.29,2.77,3.38,0.43,0.43,0.18,0.00,43.22,7.67,4,4,26,26,0,0,
24394255,2056.33,21.72,22.81,18.47,18.47,8.07,1683.00,1945.65,0.66,4,7,88,85,0,0,
24394256#0,41.66,8.55,9.13,0.07,0.07,0.03,0.00,10.34,6.41,5,0,0,5,0,0,
24394256#1,127.50,11.33,11.98,0.14,0.14,0.07,0.00,18.03,7.13,6,0,5,11,0,0,
24394257#1,20.59,3.63,4.26,0.06,0.06,0.03,0.00,1.01,8.05,0,5,5,0,0,0,
24394258,586.89,25.05,26.17,1.35,1.35,0.66,405.00,462.65,1.70,5,0,18,23,0,0,
24394259#0,19.82,6.93,7.50,0.05,0.05,0.02,0.00,6.49,5.73,3,0,0,3,0,0,
24394259#1,127.18,15.60,16.33,0.10,0.10,0.05,0.00,15.86,7.44,5,0,3,8,0,0,
24394260,413.93,13.20,13.88,0.25,0.25,0.12,0.00,70.55,11.19,4,6,26,24,0,0,
24394263#0,20.98,3.89,4.39,0.17,0.17,0.07,0.00,15.49,3.66,7,0,0,7,0,0,
24394263#1,237.11,5.74,6.11,0.32,0.32,0.15,0.00,39.76,11.71,2,1,37,38,0,0,
24394263#2,278.30,6.10,6.98,0.41,0.41,0.19,9.00,70.75,9.52,2,0,38,40,0,0,
24394265#0,5.77,,2.00,2.62,2.62,0.05,0.00,3.35,2.60,3,0,0,3,0,0,
24394265#1,2.23,0.03,0.79,1.01,1.01,0.02,0.00,1.18,6.57,0,4,4,0,0,0,
24394267#0,15.13,4.42,4.88,0.08,0.08,0.04,0.00,9.92,4.63,4,0,0,4,0,0,
24394267#1,17.08,3.08,3.54,0.06,0.06,0.03,0.00,6.69,8.23,1,0,4,5,0,0,
24394267#2,128.58,11.06,12.01,0.12,0.12,0.06,2.00,41.43,8.57,6,0,5,11,0,0,
24394270,12.87,6.81,7.39,0.03,0.03,0.02,0.00,7.99,5.35,2,0,0,2,0,0,
24394271#0,2982.46,9.85,10.37,2.41,1.20,0.57,0.00,471.89,11.34,5,4,283,284,36,36,
24394271#1,1409.05,4.28,4.94,2.66,1.33,0.59,0.00,195.79,10.78,6,2,280,284,34,34,
24394272#1,404.17,3.19,3.56,0.93,0.93,0.41,0.00,42.47,12.49,5,5,109,109,0,0,
24394272#2,577.59,4.56,5.05,0.92,0.92,0.42,0.00,58.35,12.34,6,9,109,106,0,0,
24394273#0,60.79,0.83,1.61,0.96,0.96,0.27,0.00,12.13,6.67,6,4,35,37,0,0,
24394273#1,248.50,5.67,6.30,0.53,0.53,0.23,0.00,22.64,7.61,3,7,37,33,0,0,
24394273#2,27.27,0.03,0.78,12.40,12.40,0.24,0.00,5.66,6.62,4,5,33,32,0,0,
24402205,1212.35,0.04,0.91,285.71,142.86,5.31,3.00,483.70,5.71,3,6,1329,1326,1,1,
24402207#0,387.05,4.16,4.80,1.12,1.12,0.48,0.00,34.69,7.57,0,4,81,77,0,0,
24402207#1,202.35,2.29,2.99,1.19,1.19,0.46,0.00,35.34,6.84,0,4,68,64,0,0,
24402207#3,520.94,9.16,9.85,0.68,0.68,0.32,0.00,43.12,7.63,0,5,53,48,0,0,
24402207#4,350.85,7.72,8.40,0.53,0.53,0.25,0.00,26.97,7.70,0,8,42,34,0,0,
24402207#5,71.00,2.40,3.01,0.33,0.33,0.13,0.00,2.52,8.17,0,7,24,17,0,0,
24402207#8,74.06,3.82,4.42,0.22,0.22,0.09,0.00,2.66,8.18,0,3,17,14,0,0,
24402207#9,266.18,18.35,19.04,0.16,0.16,0.08,0.00,16.59,8.02,0,2,14,12,0,0,
24402210#0,36.59,7.38,8.23,0.08,0.08,0.04,0.00,12.02,5.61,5,0,0,5,0,0,
24402211,51.25,8.75,9.42,0.09,0.09,0.05,0.00,15.23,5.78,6,0,0,6,0,0,
24402213#0,10.04,,3.20,0.31,0.31,0.07,0.00,6.10,2.49,5,0,0,5,0,0,
24402213#1,5.11,0.72,1.37,0.09,0.09,0.03,0.00,0.72,7.50,0,5,5,0,0,0,
24402215#0,706.90,3.87,4.50,2.24,2.24,0.95,0.00,61.88,7.48,4,9,154,149,0,0,
24402215#1,963.25,5.38,6.28,2.43,2.43,1.07,21.00,162.40,6.54,5,3,149,151,0,0,
24402216#0,59.62,10.08,10.74,0.09,0.09,0.04,0.00,13.86,6.38,6,0,0,6,0,0,
24402216#1,654.00,3.19,4.02,3.16,3.16,1.29,11.00,181.88,5.93,9,4,156,161,0,0,
24402216#2,175.96,6.67,7.36,0.31,0.31,0.14,0.00,13.21,7.59,0,4,24,20,0,0,
24402217#0,18.56,9.38,10.14,0.03,0.03,0.01,0.00,4.94,5.90,2,0,0,2,0,0,
24402217#1,342.44,22.21,22.90,0.18,0.18,0.09,0.00,15.81,7.84,0,3,15,12,0,0,
24402217#2,41.52,2.86,3.58,0.18,0.18,0.08,0.00,5.24,7.12,0,7,12,5,0,0,
24402217#3,0.06,0.03,0.69,0.03,0.03,0.00,0.00,0.01,7.57,0,1,1,0,0,0,
24402218,3.13,4.26,4.76,0.03,0.03,0.01,0.00,1.96,3.13,1,0,0,1,0,0,
24402221#0,138.60,8.59,9.28,0.19,0.19,0.09,0.00,12.01,7.51,0,5,15,10,0,0,
24402221#1,53.69,10.22,10.87,0.06,0.06,0.03,0.00,2.90,7.37,0,5,5,0,0,0,
24402223,54.63,10.47,11.05,0.06,0.06,0.03,0.00,0.76,8.61,0,5,5,0,0,0,
245232788,701.14,3.63,4.23,2.26,2.26,0.97,0.00,103.23,7.85,2,9,165,158,0,0,
245232789#0,375.24,1.63,2.64,3.12,3.12,1.10,41.00,103.69,6.03,4,6,140,138,0,0,
245232789#1,1673.07,10.33,12.61,19.25,19.25,8.10,1178.00,1480.59,1.02,3,3,132,132,0,0,
245232792,35.79,3.18,4.02,0.27,0.27,0.11,3.00,18.66,4.25,5,6,6,5,0,0,
245232795#0,855.36,3.59,3.98,1.72,0.86,0.39,0.00,70.84,12.62,6,2,210,214,19,19,
245232795#1,1221.10,5.26,5.64,1.62,0.81,0.38,0.00,63.97,13.04,3,2,214,215,77,77,
245232795#2,3819.95,16.69,17.30,1.68,0.84,0.41,44.00,415.65,12.27,6,9,215,212,40,40,
245232797#0,1478.11,5.48,5.85,1.83,0.91,0.43,0.00,41.52,13.43,2,3,251,250,5,5,
245232797#1,1833.58,6.69,7.15,2.01,1.00,0.47,40.00,196.38,12.31,7,2,250,255,4,4,
245232797#2,4765.55,17.24,18.12,6.20,3.10,1.50,2606.00,3320.19,4.14,9,10,255,254,5,5,
245232797#5,2478.85,7.84,8.22,2.27,1.13,0.54,0.00,198.40,12.70,6,9,296,293,101,101,
245232798,29.13,1.96,2.42,0.16,0.08,0.03,0.00,10.46,8.99,4,0,9,13,2,2,
245232799#1,3396.28,21.49,22.61,15.59,7.80,3.74,2560.00,3117.17,1.10,4,8,149,145,0,0,
245232801,9756.81,33.21,34.40,8.86,4.43,2.17,6241.00,7550.97,3.05,3,3,281,281,82,82,
245232805,1274.48,7.05,7.43,1.29,1.29,0.61,0.00,84.31,12.76,5,6,167,166,0,0,
245232806#0,904.90,4.82,5.19,1.43,0.71,0.33,0.00,113.75,12.07,6,6,169,169,7,7,
245232806#1,2402.75,13.68,14.06,1.19,0.59,0.29,0.00,56.59,13.46,2,6,169,165,11,11,
245232806#2,616.45,3.16,3.60,1.43,0.71,0.32,0.00,58.65,12.29,7,6,165,166,2,2,
245232806#3,172.61,0.34,0.94,5.30,2.65,0.50,0.00,62.85,8.47,1,6,184,179,2,2,
245232806#4,727.69,3.62,4.00,1.69,0.84,0.37,0.00,143.43,11.06,4,11,179,172,2,2,
245232806#5,3068.94,16.79,17.16,1.24,0.62,0.30,0.00,90.11,13.37,7,5,172,174,124,124,
245232806#6,5135.91,28.21,29.23,6.25,3.13,1.53,3489.00,4102.03,2.73,2,3,174,173,4,4,
245232807#1,386.67,6.62,7.31,1.53,0.76,0.35,186.00,279.80,3.83,6,4,48,50,0,0,
245232807#2,3100.86,14.93,15.29,1.44,0.72,0.35,0.00,192.96,13.10,9,6,194,197,37,37,
245232807#3,817.41,3.77,4.13,1.46,0.73,0.33,0.00,22.16,13.57,1,10,197,188,2,2,
245232807#4,940.53,4.50,4.94,1.45,0.72,0.33,0.00,47.90,13.00,3,5,188,186,94,94,
245232807#5,725.93,3.82,4.19,1.31,0.65,0.30,0.00,33.64,13.26,6,6,168,168,12,12,
245232807#6,357.43,1.72,2.09,1.45,0.72,0.30,0.00,19.77,13.13,4,4,168,168,3,3,
245232807#7,3339.64,18.42,19.44,1.46,0.73,0.35,288.00,669.55,10.95,4,7,168,165,10,10,
245232808#0,662.01,3.62,4.00,1.26,1.26,0.57,0.00,29.11,13.17,4,4,162,162,0,0,
245232808#1,454.27,2.36,2.73,1.36,1.36,0.59,0.00,28.74,12.90,5,4,162,163,0,0,
245232808#2,319.66,1.57,1.95,1.40,1.40,0.57,0.00,13.77,13.18,1,2,163,162,0,0,
245232808#3,6627.98,38.97,40.07,8.85,8.85,4.35,5066.00,5749.03,1.82,4,4,162,162,0,0,1
245232810#0,2779.56,16.08,16.45,1.28,1.28,0.62,0.00,293.66,12.34,2,3,167,166,0,0,
245232810#2,346.73,1.68,2.06,1.43,1.43,0.59,0.00,17.15,13.13,3,5,166,164,0,0,
245232810#3,805.31,4.46,4.83,1.24,1.24,0.57,0.00,32.24,13.24,3,5,164,162,0,0,
245232811,321.70,25.28,26.26,0.46,0.23,0.11,191.00,261.19,2.59,10,0,3,13,1,1,
245232812,2119.94,13.74,14.55,7.04,7.04,3.38,1484.00,1777.59,2.22,2,2,144,144,0,0,
245232814#1,66.60,7.07,7.45,0.07,0.03,0.02,0.00,3.09,12.85,0,5,9,4,0,0,
245232827,862.91,2.74,3.22,5.11,2.56,1.10,335.00,465.13,6.33,3,3,268,268,80,80,
245232828,2348.59,8.81,9.18,1.85,0.92,0.44,0.00,116.12,13.12,3,5,253,251,10,10,
25051363,37.15,7.09,7.44,0.04,0.04,0.02,0.00,5.38,12.39,0,5,5,0,0,0,
25192078,201.34,29.48,30.32,0.19,0.19,0.10,115.00,154.42,3.27,7,0,0,7,0,0,
25192079#1,687.16,2.59,2.97,2.12,1.06,0.45,0.00,109.08,11.60,3,4,229,228,23,23,
25192079#2,541.04,1.99,2.37,1.89,0.94,0.40,0.00,24.14,13.09,0,4,228,224,8,8,
25192079#3,1059.24,3.79,4.64,2.31,1.16,0.51,112.00,276.92,10.04,3,5,226,224,19,19,
25192079#4,1186.97,4.41,5.26,13.54,6.77,2.90,689.00,862.61,2.47,3,4,224,223,20,20,
25670014,1086.50,2.31,2.95,5.26,5.26,2.16,34.00,437.85,8.05,8,5,362,365,0,0,
25897645#1,264.40,1.60,2.42,2.65,2.65,0.89,0.00,57.03,5.82,5,8,107,104,0,0,
25897645#2,31.41,10.16,10.77,0.03,0.03,0.02,0.00,0.07,8.26,0,3,3,0,0,0,
25897653#0,576.64,4.77,5.56,1.62,1.62,0.70,9.00,103.98,6.73,2,1,102,103,0,0,
25897653#1,248.80,7.27,7.96,0.44,0.44,0.20,0.00,34.48,7.13,6,7,26,25,0,0,
25897658#0,943.16,10.53,11.29,1.08,1.08,0.51,0.00,87.04,7.46,7,0,77,84,0,0,
25897658#1,178.75,7.49,8.18,0.29,0.29,0.13,0.00,17.17,7.55,1,4,21,18,0,0,
25897658#2,8.11,0.28,0.91,0.34,0.34,0.05,0.00,0.39,7.90,0,5,10,5,0,0,
25897658#3,4.43,0.42,1.02,0.12,0.12,0.03,0.00,0.19,8.33,0,5,5,0,0,0,
25897682,29.32,3.17,3.78,0.10,0.10,0.04,0.00,1.34,8.19,0,8,8,0,0,0,
25897691#0,518.82,7.01,7.81,0.92,0.92,0.42,0.00,54.29,7.19,4,10,63,57,0,0,
25897691#1,52.32,4.12,4.80,0.15,0.15,0.07,0.00,5.40,7.53,0,6,11,5,0,0,
25897697,4.73,4.63,5.11,0.01,0.01,0.00,0.00,1.16,9.74,0,1,1,0,0,0,
25897705,670.23,12.41,13.22,0.66,0.66,0.31,0.00,65.75,7.39,5,4,46,47,0,0,
25897877#0,64.13,9.14,10.03,0.11,0.11,0.05,0.00,18.17,5.89,7,0,0,7,0,0,
25897877#1,14.95,0.69,1.72,0.36,0.36,0.08,0.00,5.51,5.13,3,0,7,10,0,0,
26356127,1938.74,25.43,26.26,0.91,0.91,0.44,0.00,129.84,7.60,6,2,68,72,0,0,
26356128#0,426.77,7.63,8.36,0.72,0.72,0.33,0.00,65.36,7.03,10,2,42,50,0,0,
26356128#1,220.84,12.72,13.33,0.20,0.20,0.10,0.00,15.30,7.78,7,5,10,12,0,0,
26356128#2,268.63,13.73,14.47,0.24,0.24,0.11,0.00,26.18,7.48,7,5,12,14,0,0,
26356134,60.68,9.80,10.39,0.07,0.07,0.03,0.00,2.97,8.33,0,6,6,0,0,0,
26356144,645.25,9.66,10.46,0.81,0.81,0.38,0.00,62.59,7.37,4,1,58,61,0,0,
26356145#0,1083.24,27.80,28.63,0.45,0.45,0.22,0.00,65.69,7.77,7,2,31,36,0,0,
26356145#1,0.00,,,,,,,,,0,0,0,0,0,0,
26356147#0,1114.96,27.14,27.95,0.48,0.48,0.23,0.00,67.96,7.79,4,5,36,35,0,0,
26356147#1,325.30,4.02,4.71,1.06,1.06,0.46,0.00,51.16,6.97,6,5,64,65,0,0,
26356147#2,70.88,17.37,18.00,0.05,0.05,0.02,0.00,1.83,7.80,0,4,4,0,0,0,
26356149,116.69,19.45,20.19,0.08,0.08,0.04,0.00,17.25,6.91,6,0,0,6,0,0,
26356152#0,140.74,7.65,8.31,0.22,0.22,0.10,0.00,14.71,7.62,0,5,17,12,0,0,
26356152#1,34.94,3.97,4.59,0.10,0.10,0.04,0.00,1.29,8.24,0,8,8,0,0,0,
26356153,25.17,5.93,6.56,0.05,0.05,0.02,0.00,1.44,7.76,0,4,4,0,0,0,
26356156,20.24,4.53,5.10,0.05,0.05,0.02,0.00,0.81,8.52,0,4,4,0,0,0,
26356158#0,1027.69,8.90,9.73,1.42,1.42,0.66,0.00,104.00,7.28,3,6,103,100,0,0,
26356158#1,11.37,3.60,4.22,0.04,0.04,0.02,0.00,0.72,8.00,0,3,3,0,0,0,
26356159,1185.17,11.03,11.77,1.32,1.32,0.62,0.00,132.66,7.38,4,6,97,95,0,0,
26356160#0,105.11,5.30,5.95,0.27,0.27,0.12,0.00,17.69,6.84,8,7,11,12,0,0,
26356160#1,68.45,4.35,5.05,0.21,0.21,0.09,0.00,11.71,6.86,2,4,12,10,0,0,
26356167,1176.17,2.80,3.41,3.88,3.88,1.66,2.00,276.94,9.56,3,5,343,341,0,0,
26356169,19.25,6.76,7.57,0.06,0.03,0.01,0.00,12.23,4.44,3,0,0,3,3,3,
26356170,620.34,2.37,3.03,3.38,1.69,0.67,5.00,136.35,7.15,9,5,198,202,85,85,
26356171,656.47,2.59,3.29,3.43,1.72,0.69,0.00,118.13,6.81,3,10,198,191,0,0,
26356212#0,216.44,3.97,4.68,0.75,0.75,0.32,0.00,37.96,6.68,4,1,43,46,0,0,
26356212#1,202.84,10.36,11.00,0.24,0.24,0.12,0.00,18.40,7.35,6,7,13,12,0,0,
26356212#2,131.12,10.33,11.01,0.15,0.15,0.07,0.00,6.82,7.55,0,6,12,6,0,0,
26356216#1,31.00,0.94,1.60,0.39,0.39,0.12,0.00,2.63,7.64,0,3,20,17,0,0,
26356216#2,727.98,42.15,42.85,0.19,0.19,0.10,0.00,34.93,8.06,0,2,17,15,0,0,
26356216#3,39.03,2.05,2.67,0.22,0.22,0.08,0.00,2.71,7.86,0,5,15,10,0,0,
26356216#4,44.90,3.94,4.65,0.14,0.14,0.06,0.00,6.20,7.39,0,5,10,5,0,0,
26356216#5,142.70,28.10,28.72,0.06,0.06,0.03,0.00,4.90,8.14,0,5,5,0,0,0,
26357912,74.28,7.90,8.54,0.11,0.11,0.05,0.00,2.46,7.85,0,9,9,0,0,0,
26370271#0,484.55,7.26,7.90,0.79,0.79,0.36,0.00,39.97,7.69,5,5,57,57,0,0,
26370271#1,177.98,2.32,3.01,1.05,1.05,0.41,0.00,33.81,6.79,3,3,57,57,0,0,
26370271#2,420.18,6.07,6.75,0.87,0.87,0.39,0.00,58.11,7.25,6,3,57,60,0,0,
26370271#3,738.28,7.85,8.54,1.14,1.14,0.53,0.00,79.09,7.50,6,3,81,84,0,0,
26370271#4,752.11,6.99,7.81,1.31,1.31,0.60,0.00,79.13,7.31,5,5,92,92,0,0,
26370272#0,8.70,0.71,1.32,0.14,0.14,0.04,0.00,0.27,8.01,0,4,7,3,0,0,
26370272#1,39.27,12.70,13.27,0.03,0.03,0.02,0.00,0.56,8.39,0,3,3,0,0,0,
26370273#0,94.53,11.92,12.58,0.11,0.11,0.05,0.00,22.06,6.67,8,0,0,8,0,0,
26370273#1,166.08,9.19,9.93,0.22,0.22,0.10,0.00,22.08,7.41,4,0,13,17,0,0,
26370273#2,196.71,1.08,1.75,2.40,2.40,0.73,0.00,30.99,7.11,6,3,109,112,0,0,
26370273#3,4050.34,32.46,33.52,1.51,1.51,0.74,167.00,462.76,7.42,9,2,112,119,0,0,
26370274,82.20,20.02,20.64,0.05,0.05,0.02,0.00,5.20,8.06,0,4,4,0,0,0,
26370277#0,32.05,10.80,11.47,0.04,0.04,0.02,0.00,6.72,6.52,3,0,0,3,0,0,
26370277#1,12.66,1.73,2.32,0.08,0.08,0.03,0.00,0.42,8.55,0,6,6,0,0,0,
26370278#0,320.05,2.64,3.34,1.73,1.73,0.68,0.00,68.47,6.54,4,5,93,92,0,0,
26370278#1,392.34,3.55,4.16,1.32,1.32,0.55,0.00,30.21,7.71,3,4,92,91,0,0,
26370278#2,2285.15,23.59,24.34,1.11,1.11,0.54,0.00,108.53,7.92,3,5,91,89,0,0,
